user_id,mood_selected,message_text,stress_level,sleep_hours,work_pressure,social_support,energy_level,preferred_relief,sentiment_score,task1,task2,task3,task4,ai_reply
4229,burned_out,I have no energy left to deal with anything.,3,8.2,8,10,8,quotes,-0.41,drink_water,mindfulness_exercise,write_journal,stretch_body,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4230,angry,I feel tense and annoyed with everyone today.,3,8.7,2,8,1,quotes,-0.67,stretch_body,5_min_meditation,watch_funny_video,drink_tea,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4231,burned_out,I feel exhausted and mentally drained.,8,7.4,4,9,2,quotes,-0.59,positive_affirmation,short_walk,drink_water,gratitude_list,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4232,angry,I feel frustrated and irritated about what happened.,2,3.1,9,7,2,guided_steps,-1.0,short_walk,watch_funny_video,positive_affirmation,drink_water,I hear the tension and frustration in your words. It is safe to release it now. Follow these guided steps to process the heat and return to a cooler state.
4233,burned_out,I can't focus anymore and everything feels tiring.,7,8.5,7,9,9,suggestions,0.13,write_journal,call_friend,watch_funny_video,nature_break,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4234,sad,I feel emotionally drained and down.,10,5.9,2,10,4,guided_steps,-0.61,positive_affirmation,stretch_body,short_walk,drink_tea,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4235,burned_out,I feel exhausted and mentally drained.,3,5.8,9,1,8,light_humor,0.58,drink_tea,gratitude_list,watch_funny_video,short_walk,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4236,stressed,I feel pressure from work and my mind won't slow down.,2,6.8,8,5,7,suggestions,-0.91,short_walk,write_journal,drink_tea,listen_music,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
4237,burned_out,I can't focus anymore and everything feels tiring.,2,3.3,9,5,8,light_humor,-0.66,write_journal,watch_funny_video,positive_affirmation,drink_tea,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4238,angry,I'm really upset and it's hard to calm down.,2,3.0,3,6,2,quick_exercises,0.7,short_walk,deep_breathing,digital_detox,drink_water,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4239,overthinking,I keep analyzing everything too much.,9,5.3,1,6,4,suggestions,0.12,stretch_body,positive_affirmation,gratitude_list,deep_breathing,"When the 'what-ifs' take over, the best antidote is right here in the present moment. I've designed this plan to bring your focus back to the now."
4240,stressed,My deadlines are piling up and I can't relax.,2,3.7,7,7,3,light_humor,-0.96,gratitude_list,positive_affirmation,call_friend,mindfulness_exercise,It's completely normal to feel overwhelmed when there's so much on your plate. I've put together a few things to help you find your footing right now.
4241,overthinking,My mind keeps replaying the same thoughts again and again.,8,6.6,8,7,6,quotes,0.79,nature_break,write_journal,gratitude_list,drink_tea,"Your brain is running in circles trying to protect you, but you can put the thoughts down now. Let's redirect that energy into these simple, mindful actions."
4242,lonely,I miss having meaningful conversations.,2,6.3,6,8,2,guided_steps,-0.8,drink_tea,call_friend,listen_music,watch_funny_video,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4243,sad,I can't seem to shake this sadness.,9,7.8,3,5,4,quick_exercises,0.63,mindfulness_exercise,write_journal,digital_detox,call_friend,"Some days just require extra gentleness and self-compassion. I hold space for your sadness. Whenever you're ready, here are a few tiny steps that might bring a sliver of light."
4244,angry,I feel tense and annoyed with everyone today.,5,4.5,10,2,6,quotes,-0.51,mindfulness_exercise,digital_detox,listen_music,5_min_meditation,"It's completely valid that you feel frustrated about this. Rather than bottling it up, let's allow it to move through you carefully with these focused actions."
4245,sad,I feel really low today and don't have motivation.,9,6.5,1,5,7,quick_exercises,-0.5,short_walk,gratitude_list,write_journal,listen_music,"You are seen, and your feelings matter. Let's not try to fix everything at once. Let's just focus on these tender, restorative actions instead."
4246,lonely,I miss having meaningful conversations.,1,5.4,9,3,1,guided_steps,-0.96,stretch_body,listen_music,write_journal,digital_detox,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
4247,anxious,I feel nervous about what might happen later today.,1,6.9,9,7,2,quick_exercises,0.17,mindfulness_exercise,watch_funny_video,positive_affirmation,nature_break,"Your nervous system is working overtime right now. It's safe to slow down. I recommend these small, grounding exercises to help you feel secure."
4248,burned_out,I can't focus anymore and everything feels tiring.,10,7.4,10,3,10,quotes,0.07,positive_affirmation,drink_water,digital_detox,listen_music,"Your exhaustion is a signal, not a failure. It's time to pause and replenish your energy. Let's focus purely on gentle recovery today."
4249,burned_out,I can't focus anymore and everything feels tiring.,3,3.8,8,3,9,guided_steps,0.89,drink_tea,watch_funny_video,positive_affirmation,stretch_body,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4250,burned_out,I feel exhausted and mentally drained.,2,4.4,4,4,10,quotes,0.31,mindfulness_exercise,stretch_body,deep_breathing,call_friend,You are allowed to step back. You are allowed to rest. Try to set boundaries around your peace today by engaging in these replenishing activities.
4251,burned_out,I feel exhausted and mentally drained.,4,5.2,2,1,1,light_humor,0.06,watch_funny_video,positive_affirmation,5_min_meditation,listen_music,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4252,overthinking,I can't stop thinking about past mistakes.,3,4.0,1,2,4,quick_exercises,0.37,listen_music,positive_affirmation,drink_water,drink_tea,You've been carrying a heavy mental load. It's time to let your mind rest. Focus only on the step in front of you—I've laid them out for you here.
4253,anxious,I keep worrying about small things and can't focus.,3,8.8,10,4,8,quick_exercises,-0.48,5_min_meditation,mindfulness_exercise,positive_affirmation,deep_breathing,"Your nervous system is working overtime right now. It's safe to slow down. I recommend these small, grounding exercises to help you feel secure."
4254,lonely,I miss having meaningful conversations.,4,3.4,4,1,8,quotes,0.31,drink_tea,5_min_meditation,short_walk,drink_water,"Your presence matters in this world. When the silence feels too loud, I hope these recommendations bring you a sense of warmth and companionship."
4255,stressed,I feel pressure from work and my mind won't slow down.,6,5.7,3,10,6,light_humor,-0.31,write_journal,nature_break,gratitude_list,deep_breathing,"Your mind is racing, and that's exhausting. You deserve a moment of pure calm. Try these simple tasks to loosen the tension you're holding."
4256,anxious,My heart is racing and I can't calm down.,8,5.8,6,4,1,guided_steps,0.26,positive_affirmation,listen_music,call_friend,stretch_body,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4257,burned_out,I have no energy left to deal with anything.,5,7.9,6,6,9,guided_steps,-0.81,positive_affirmation,drink_water,nature_break,drink_tea,"You've been giving so much, and your well is running dry. Rest is not a reward; it is a necessity. Please take permission to recharge with these restorative steps."
4258,angry,I'm really upset and it's hard to calm down.,4,4.2,3,1,2,guided_steps,0.85,digital_detox,gratitude_list,stretch_body,5_min_meditation,"Your anger is a protective force, and it's okay to feel it. But holding onto it can burn you. Let's channel that fire safely through these grounding exercises."
4259,anxious,I feel nervous about what might happen later today.,1,7.1,2,10,2,quick_exercises,-0.08,drink_water,write_journal,digital_detox,short_walk,Anxiety can make everything feel urgent and loud. I'm right here with you. These steps are designed to gently ground you back into the present moment.
4260,lonely,I feel isolated even when people are around.,5,6.7,8,5,7,light_humor,-0.6,deep_breathing,watch_funny_video,5_min_meditation,digital_detox,"Even when it feels like you're isolated, please know you are not alone in this space. I am here for you. Let's gently reconnect with yourself and the world through these steps."
